id,suite,label,risk,risk_source,layer,head,null_bias,beta,m_null,entropy,psi,spectral_gap,head_selected,mix_alpha,phi_penalty_mean,null_value_norm
benign-2,benign,benign,0.5673202042636257,probe_latent,16,2,0.33629682660102844,1.1261112689971924,0.02373976819217205,0.3526144325733185,-0.9160760045051575,0.9896568655967712,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,3,0.33629682660102844,1.1261112689971924,0.12084163725376129,1.1615960597991943,-0.5872223377227783,0.9646962285041809,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,4,0.33629682660102844,1.1261112689971924,0.025448806583881378,1.797000527381897,-0.5495278239250183,0.9042935371398926,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,5,0.33629682660102844,1.1261112689971924,0.02060076966881752,1.2197092771530151,-0.737702488899231,0.9668638110160828,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,6,0.33629682660102844,1.1261112689971924,0.29830604791641235,1.9422478675842285,-0.097098708152771,0.9629759192466736,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,7,0.33629682660102844,1.1261112689971924,0.07967424392700195,2.3524041175842285,-0.3164340555667877,0.9317947030067444,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,8,0.33629682660102844,1.1261112689971924,0.1159437820315361,1.6553750038146973,-0.4769401550292969,0.944480299949646,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,9,0.33629682660102844,1.1261112689971924,0.07934921979904175,1.0900099277496338,-0.6830117106437683,0.972521960735321,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,10,0.33629682660102844,1.1261112689971924,0.020941032096743584,2.181716203689575,-0.37693890929222107,0.8300734758377075,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,11,0.33629682660102844,1.1261112689971924,0.07690189778804779,1.9924731254577637,-0.286651611328125,0.8343253135681152,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,12,0.33629682660102844,1.1261112689971924,0.043113600462675095,1.1259597539901733,-0.7137928009033203,0.933795690536499,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,13,0.33629682660102844,1.1261112689971924,0.03917407616972923,1.5966068506240845,-0.5742651224136353,0.9188117980957031,1.0,0.55,0.011598528362810612,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,14,0.33629682660102844,1.1261112689971924,0.052331797778606415,1.7104051113128662,-0.4690476655960083,0.7945494055747986,1.0,0.55,0.011598528362810612,3.816615104675293
